Tx,Ty,Ox,Oy
0.018746170941826425,0.8512586460141744,-0.2891188083113163,1.3117737083354708
-0.18425254206906366,0.11832253679031211,0.5738330365349222,0.3533478484137145
-1.3713305499225115,-0.6303464647800787,-1.9451939614574707,0.012910859442771483
-0.5991677157837181,0.30666353554231224,-1.5379121790443153,1.219861656885237
0.29454512656750803,-0.001659495520009352,0.26684580289051946,0.9866265075916111
0.38979430070016746,0.4645519320468343,-0.6764543512506425,0.5772932693218426
-1.2080761754294864,-0.9971593587110961,-2.5584464839089476,-2.487209290391252
-0.3636760174708623,0.6308620845750038,-0.28822033979896305,0.18762647600525278
-1.6266726817030899,-1.9432427115170077,-2.5289457288269612,-0.5808985813273428
-0.25647839412399165,0.6880384848328096,3.410292600396231,1.7332742262990044
1.101779503087131,0.5628763465571306,2.222964182067856,0.7968078129397143
0.7557815080273372,1.0523390867897646,1.3829245092434097,-1.500078892894682
-0.23823355601871848,1.073117197607669,0.492512423374272,-0.6956015365833672
0.9874447034133902,0.4777759125642295,2.880382315606334,-0.18179470008901372
0.7413901283838236,0.059564744325845354,1.3575537341259247,0.4302979387394097
0.0893472664958216,-0.7171666169943756,-1.4497147816285558,-1.3099699509031577
-0.9549438561523774,0.3268818552006242,-1.8026127532027694,1.3266074136664856
-0.19515038466723886,-0.2894135056175261,-1.329319846338935,-0.4955940213499227
0.9255212620940801,-0.38080810244796304,0.12881549461622688,-3.524105451550972
0.4829785248366109,-0.05865276582302309,1.134386236522696,-0.8770821729229565
-0.5963106367202067,-1.0360291905487153,-0.3919115278490619,0.679540654220816
-2.1852868381695303,-0.7814546281850259,-3.6296955444661934,-1.2125496688654862
-0.6748659378751162,0.017107088987597607,-1.6445213066379578,0.2398437683610114
-2.119061191910174,-1.401739428256519,-1.195673123592797,0.29182819636820034
-1.2651980215309035,-1.0632429700232429,-2.1298990319656417,-2.7354533858142114
-0.3736615551547023,-0.6792177056667098,-1.147385137008879,-0.7872452213610392
-0.6875554303879178,-0.9934672902689295,-1.2762255505816427,-1.550812605968356
-0.8721588267176896,0.5141392801995098,-0.6975135978196275,-1.1811307887300102
-0.10176100622481639,-0.7263125990670419,0.20017149632614906,0.7320719600909767
-0.2537805301024623,-1.3520317599931142,-0.6631900210008271,-1.744276353372208
-1.8537404544791403,0.2860074090946836,-0.3265362373559595,0.4704176339019779
-0.07794606607536554,0.4744849487086569,1.8352263288982886,-0.22891260588038653
0.9685663405245405,1.4206352005022012,1.6597985677675107,2.7396358061664476
0.18492595999031455,-0.7726005690601944,0.6255975301202256,-0.21381527668474243
-1.3799435783375846,-2.128276343223673,-0.1760820295054537,-2.729969635783771
-1.435514362360369,-1.7794592812345402,-2.956040785199784,-2.351924834473889
0.36208722860660575,0.16277950613657632,0.7034034464929659,0.6798627014026147
-1.7590867537597075,0.14097276256705316,-2.10726945281781,1.1327372410044827
-0.3245440095723349,0.12826732566879884,-0.5329754462521155,0.1487856887868261
-0.6515629885446566,0.1942008566951277,-0.3331862275434693,0.7734954235068885
1.0865513994405065,1.87470514842976,0.9499655587720246,1.0002657396976744
-0.7625448800312944,0.13643045973683254,0.10817017848009736,-1.235272361698014
-0.8286625350010918,-0.38208565717247417,-0.03271925527450703,-0.06678325813541508
0.8344739030884535,-0.27289098307045756,0.4444713662806581,2.1009523291652172
-0.96765198675991,0.2915353282478933,-1.5845443442560971,0.2547781907176393
-0.028815335475864564,-0.07987634490837704,0.8234971165603285,0.17265925402134663
0.2325251525753908,-0.3554471702510832,0.9992786112492469,0.9103351665902045
-0.30120868150417784,-0.3602360028382379,-0.4480361585731142,0.021629027688913616
-0.6776145831493335,0.10355318365923094,-2.482929862890319,-1.714416705729844
0.6552276362352184,0.13363084309701467,0.6635239124606244,-0.47273550554903676
-0.40063754703174176,0.6972507822871835,0.12876163701776228,1.117407285097571
-0.33455656507335235,-0.19447992780453469,-1.3586659341744236,0.8564091646059656
1.3679539531919647,-0.6159072651448129,2.830609034165426,0.49976386416970986
2.1377671036501225,0.7062240970445374,1.5403759287961845,0.06174394899090374
0.5058192645290251,-0.4962656804252473,-0.22394836894600822,2.0970916596484526
0.786342384239158,0.10526316994728357,0.8145848838856682,0.14460623417349344
