petw,happyw
cat,-0.7667960353616106
cat,-0.8164583441683717
cat,-0.141535185922747
cat,-0.277605029829222
cat,0.4363068984282836
cat,-1.1868725249672079
cat,1.1919869075835359
cat,-0.018190342898351447
cat,-0.24808459766974808
cat,-0.36293689076517616
cat,1.277570548267491
cat,-0.46889714697927026
cat,0.07105410169489867
cat,-0.26603844975226376
cat,1.8452571952763592
cat,-0.8394496574528479
cat,-0.0774480586361737
cat,-2.6177055262673936
cat,0.887884025816091
cat,-0.7074914462976521
fish,2.756992940327513
fish,1.18225214320246
fish,0.7331112547864342
fish,1.926421631247553
fish,0.3066681228072059
fish,3.681990069709293
fish,1.2225244801557695
fish,0.29332758844070517
fish,1.4172132457699484
fish,1.369556778154887
fish,0.08623565058662097
fish,0.6830852546864548
fish,2.0490592053061896
fish,1.168111806535603
fish,1.031440211503415
fish,-0.010330539374658443
fish,1.3827515323825166
fish,0.1803034744632097
fish,1.3617110942997828
fish,1.0933713631495061
fish,0.19154365586752153
fish,-1.0193816943984135
fish,0.26127592756933427
fish,1.3828865608578595
fish,2.7308636675747096
fish,0.7969180492753016
fish,0.003602652475422685
fish,-0.30653629462138854
fish,0.0021683960996020657
fish,0.43497127361693466
pig,3.7520578358682197
pig,1.4522286484066853
pig,1.141474292022111
pig,2.049294533204092
pig,1.7999555181942384
pig,0.8960455509947702
pig,2.2405880381500562
pig,2.381113615703309
pig,4.23045894958468
pig,3.1992023920509194
pig,2.281222226715517
pig,0.7972913736974958
pig,2.4651636909236476
pig,2.3520163857754723
pig,1.4101437829189463
pig,1.1464000409126585
pig,1.7532678804405655
pig,3.539338570708556
pig,2.54607768366709
pig,3.5649618507079923
pig,2.2496701779970913
pig,0.03758136988124372
pig,1.190939777131685
pig,1.5013149121828788
pig,2.3051217688043044
pig,1.7107927580015345
pig,3.4577142007868664
pig,2.8737554835970665
pig,1.0470439583731554
pig,1.9683245240361278
pig,2.1140758739445293
pig,0.946340119152808
pig,2.1559991454717324
pig,3.3003942137063165
pig,0.844113554896089
pig,2.2160418531661596
pig,2.8044781903484988
pig,1.2678842705921225
pig,0.3819018805812262
pig,2.8390692708035425
dog,2.648562053480144
dog,2.2837156060317834
dog,2.0597081471291157
dog,3.7301657093327596
dog,2.5621295204951173
dog,2.7506179003756985
dog,2.327929063505237
dog,3.801014066642249
dog,1.5111380697267023
dog,3.4540115961454334
