x,y
-0.8969145466249814,-0.16518838212995024
0.1848491846467425,0.8746426356720075
1.5878453312088232,0.19494211849399334
-1.1303756742462854,-0.6473749323854865
-0.08025175655098929,-0.712856898535722
0.13242028438109446,0.5251895743597341
0.7079547292717333,0.33509067053913666
-0.2396980241718401,-0.9099289648585884
1.9844739366529267,0.816225753173629
-0.13878701211966474,0.75253316733524
0.4176507507925557,0.25323516667207296
0.9817527774636617,1.4503679524194864
-0.3926953555038127,0.2108975856889407
-1.0396689769489134,-0.07022732032285584
1.782228960308575,1.5955566285371479
-2.3110690846051667,-1.648271460143924
0.8786045809212646,0.28353275360258945
0.035806718015225954,-1.2224430973836848
1.0128286921270826,1.7839327613944396
0.4322651545396166,0.38922665287432845
2.0908192052491454,1.019173444539591
-1.1999258196438711,-0.03506653853312769
1.5896382002900704,0.49560995367921606
1.9546516422232536,1.0361412784072916
0.004937776828142606,-0.32189507028422654
-2.451706387846126,-0.406535757058363
0.47723730261361696,-0.8053045827282056
-0.5965581686314033,0.7869217882570403
0.7922032702996493,1.3605965824820994
0.2896367101773477,1.1986910975531353
0.7389386037621251,0.4580741808437998
0.31896040109764867,0.7144023036684722
1.0761643538120047,1.7616661949461128
-0.28415772048824606,0.06034350784465975
-0.7766752739797577,0.35158361619375744
-0.5956604986917766,-0.6209357351678122
-1.7259797791460327,-2.6820120339551106
-0.9025844797636879,0.4019717488686715
-0.5590619149004658,0.5287807480026301
-0.24651256733351554,1.2211224268890077
-0.38358622843144385,-0.6989696524423485
-1.9591031751671286,-2.3322410119271
-0.8417050601356082,-1.1572801064284883
1.9035474673476436,1.2416712880625236
0.6224939301207372,-0.3432978590843343
1.9909204355803138,0.77919778539269835
-0.3054837248414542,-0.6326980357632821
-0.09084423520075918,-0.38229551543306534
-0.18416145155126137,0.9055229846107353
-1.1987677653074125,-0.3131569316890313
-0.8382871476020438,-0.9414221636807625
2.066301355731238,1.196248932289302
-0.5622470533424943,-1.1172096047497315
1.2757155118509207,-0.4443992823938404
-1.0475726269949812,-1.7452007664383915
-1.965878241447325,-1.7874081979059913
-0.32297109375997235,-0.40555611638877487
0.9358625268086331,-0.11907327504631149
1.1392298027340828,0.8588525940952061
1.6716187673259948,0.2841859926836603
-1.7882422067648542,-2.3995566245829134
2.0312425187552487,1.1080144601969224
-0.7031443329938856,0.5834761963790891
0.15816476256012219,-0.33706625627024195
0.50623479748072,-0.0904822137255083
-0.819995105616198,0.34799625384969757
