x,pet,happy
-0.6364457216759433,fish,-3.2489756905723675
-0.431962271091529,fish,-0.11419226953447487
-0.5773079205283607,fish,-1.0524062343977678
-0.18266906520438433,pig,-0.25136823469255676
-0.16145751069351877,pig,-0.4855973421289303
1.207621976594815,dog,-0.014522578300266487
1.1399506393865722,dog,1.6377886630032883
0.6248340715742811,pig,0.2086105798061596
-0.17375795525893578,pig,0.9049028567346312
-1.1412975400103216,fish,-3.0684029947757905
-1.0393708675286935,fish,-0.4561909607632284
-0.6475774696045942,fish,-0.4374904318065359
0.4282518639760147,pig,1.456610841972144
2.125990230886902,dog,1.8850125192821718
-0.22455635584349937,pig,-1.06799804232138
-0.04672819953973263,pig,-0.2439686800910456
1.0567655614495834,dog,0.8507890351499702
-0.6227588848499627,fish,-1.043999661628942
-0.4438756990739451,fish,-0.7497090349235123
-0.18642835147264827,pig,0.30113783067297484
-2.296324558891981,cat,-2.4183785533979654
0.9222867116507123,dog,0.8507632334355191
-1.1320059284300195,fish,-0.6735441432630263
-0.9711113643200666,fish,-1.543793376355993
0.7782875774083804,pig,0.9174829252490833
-0.09718818519979969,pig,0.5301440403641555
-0.5281763208477827,fish,-0.17103172323846494
-0.960916378208855,fish,0.7496684756779639
0.5814119480117723,pig,2.297660859917925
-1.1477693471424,fish,-0.8661615789051276
-0.9748303745314423,fish,-0.37443024109339973
1.628555544095181,dog,0.31704958137025807
-0.24139363331952593,pig,0.22551442170771682
1.4762755144096391,dog,2.3211287734763366
-0.14455414835877423,pig,-1.1522850914283282
0.7334829617010544,pig,-1.0107759229484268
0.8377943958109934,pig,1.534133603250829
-0.49855573236086886,fish,-1.0071261323915934
-0.9069978019734275,fish,-2.694497393003832
0.5692265414517474,pig,-1.3122224163151732
-0.11622322813311699,pig,2.191629578226327
0.1281238424345105,pig,-0.08524249303599885
1.567935859820655,dog,1.6633032775842338
1.682742242385345,dog,-0.0851389617232241
-1.7533319220904307,cat,0.400128282550402
-0.8347004669192838,fish,-0.12070302406449718
0.12280973426467362,pig,2.420041138749559
0.5204932778700904,pig,1.7530434869359846
-1.3626374940839103,fish,-1.9558012012603632
0.5899023526119065,pig,2.0524619217493933
-1.5221159345882436,fish,-0.9326460251250356
-0.008949820615104433,pig,1.0646631978105359
0.6292065363722231,pig,1.421979092671416
1.6630627589668816,dog,-0.5970921670236919
1.1547687872858183,dog,0.4565043401702772
0.19575286480831997,pig,0.6830019368342235
-0.47682340020206043,fish,-1.1886176252019185
0.3050336781210266,pig,1.9288644723863007
-1.1942831471156028,fish,-1.4583121318271022
0.5928806687861541,pig,2.2100383050578074
0.24894311213045817,pig,0.011261682218570185
0.6906329412555509,pig,-0.05974541610638062
2.083737073901042,dog,2.5040931130819777
-0.6072980671767406,fish,-1.404430811971658
0.061155896067247084,pig,-0.3965610851019612
-0.6362504313415205,fish,-0.2679719121974982
0.637767084181845,pig,1.2194063866893057
-0.5294011287886853,fish,-0.5801030703082951
-2.6845791451823247,cat,-4.260007040350404
0.175076798244049,pig,-0.5685704004624542
-1.6468031481604524,cat,-3.3169178037701172
-0.1857552196521482,pig,-0.8745760331188319
0.0718736823796399,pig,2.461029184510864
-0.3575361108921356,pig,-2.1679103666934116
-0.2963341903073017,pig,0.3057742349229262
-0.4767440849778769,fish,-0.5116621891390146
1.3474973404165524,dog,1.7868406627321365
-0.4969594311194418,fish,-0.671096921117168
0.59440908562107575,pig,2.319729658938387
-1.4362318769260436,fish,-1.6962306518556594
-0.5038111715849543,fish,-0.7596152996308332
-1.3408572127710936,fish,-1.1051327648373461
-0.034335881395044746,pig,0.4047479741207969
-0.5763658508620465,fish,-2.9202059641023923
1.2251100335523375,dog,1.3736301477220243
0.31108857585651967,pig,0.8344648937098647
1.7978769021041296,dog,1.1084501387659738
0.27555790172411215,pig,0.46770430874951263
-0.15086659931190427,pig,-0.17623320492132583
-0.21115961568028338,pig,-0.44235477613715846
1.4673089046839025,dog,1.2033677323811323
-0.48829265399616967,fish,-1.446360488914738
-0.8752912406632031,fish,-1.6714862715295118
1.6351286381515215,dog,1.9370695315189674
