study,grade
3.318289038427403,63.29622131459042
7.768718686957168,96.75143115368357
2.489016274744667,73.3350379277478
5.140285532854653,81.60355844695499
8.422881745404746,93.4022987711937
3.794184037090666,79.64579321887564
4.05566722966611,75.07834201478659
3.7292573749514344,65.08876625160302
4.428452730267693,73.94625869195293
5.276216449607845,87.505623920632
7.455260687706921,85.05651795211688
3.396441090694352,81.69766132782429
2.83921479994522,84.35756930039308
4.6849312877862355,79.43796767675471
2.8564799202441673,64.67232131533925
4.722027718900309,82.88276596534075
3.805373810574149,67.44651604007028
0.6320664798168298,64.8468662032373
5.4816345118733905,82.18868587035954
4.481289186531499,76.91499774252325
6.801023890666503,93.05837767270103
6.8837387877354885,91.95917942880213
7.935923806839405,85.15425220797175
6.413522179115824,77.43783403843793
6.638017860524304,91.84832337832822
4.4130363025950965,79.1025631173241
7.837178144971895,89.3485450854179
7.997547654812973,98.2056695095753
3.6858358110286726,67.91129065408781
3.2944091199959997,65.97056997091781
5.631830076722934,89.27006558203064
7.219388335317712,78.9849116428012
9.430921143356098,91.51893165318911
7.43420727791468,89.21663347260838
7.958443573276549,95.4986390863234
6.903147664835717,89.89098877564203
2.980934708074869,73.36413657001424
0.9990545227240926,58.627763537515015
1.475628255095883,69.14622571770207
4.7147837480898795,80.35494638511221
8.10012073896626,88.4205079906834
3.3951536365704564,73.43384756048215
4.850842160234658,90.30454714693025
8.791335909444927,99.95243598095149
4.086862118159138,74.82220529821187
6.124446725286039,82.40577020669978
3.2259829769771455,73.40370215292681
4.079510847609643,75.1689952996297
3.551343027865058,67.12929773054621
4.861577688331778,77.48331644177992
7.926497125897356,96.4364312533374
5.375452194866271,85.26066314003197
7.044045722661679,85.58929864820142
3.8163303340979233,79.30700122836446
4.775598689927727,76.02971864304914
3.1500938282686333,78.79166995442245
6.5066095965910336,84.33596267401151
4.774781859593902,85.08095925382656
4.871818143560407,77.27068068111902
5.4665505870915245,82.79677683461757
2.7268343937030157,57.80061351154912
6.709660846256913,98.06991648428868
3.8432591620762913,75.84019505368421
5.992723078060305,92.10729277907096
3.4798841387764234,71.36494880928012
4.317227459201141,73.97200564849257
0.7953417590443976,62.98041623498785
4.396595437262209,76.99291174020195
2.4552331156375926,69.72264813986463
4.440667780381542,75.33427869363051
4.591805358360848,71.16648381207438
4.548771628965289,78.91393090455746
5.694056904044198,76.60329434484196
5.0647356851958465,71.49643669114127
5.827062579343597,83.13076888212086
4.6893030467492425,80.41738673000619
6.946970784966095,95.64932442150554
5.242180285546957,75.6213682802212
5.37834738295491,86.09482214989325
3.8742298603480814,72.52195495997502
5.996832330002663,94.8955626964037
1.5153950132738156,62.64271362160546
6.951058194407374,91.55452884663684
4.9518342545271254,84.67925018738403
6.351368950628167,79.08310842420624
3.579380789893219,72.93041604165003
9.774465292754785,98.15086769719878
4.0531359756070735,74.29241917210578
4.84845488666646,83.09675966254859
3.956319887043434,69.98358759256783
6.852094269124702,90.74607056717348
2.875177656771572,73.3318953753313
6.1140677325959185,81.88155596093054
6.801461169824343,89.45868587898212
6.979891367376366,86.98096357057344
5.767216175159356,89.76421157487343
4.306832372602564,81.30842541179996
3.9196214999911616,76.08949482070187
4.634888813466494,75.28524164672548
4.881400700012487,83.15764788825608
