a1,a2,a3,a4,b1,b2,b3,b4
-0.671339003553575,0.5836518005434259,-0.13758431545956873,0.521999430766744,1.386939468555016,1.858974178988238,1.3804159874507607,2.1076844804520434
-1.1421393835965958,-0.32312556847723245,-0.06322105345453,-0.7010623611025777,-0.2841151062772713,-0.178733560156906,0.7827102338791135,0.04477934686464441
-0.6865568083135672,0.10158983872908539,-0.2733406724849877,0.1576329221812781,-0.5859749446400073,-2.249781763616812,-0.18978147766302844,-0.48917405067753955
-0.7720062276077355,-0.3586492236733347,0.7005569910990312,-0.6094406896643648,0.8509837050414251,0.6923524175324189,-0.05368267037908987,-1.084553587570102
-0.006423607008160193,0.17091655275813,-0.9380670771496358,-0.9097015605352465,-2.1472733680356715,-1.8198793821584234,-1.629242247864351,-0.02055669396832205
-2.1760399913731687,-2.7408832341438987,-1.0752169092870978,-1.487616884032568,-2.437131700530073,-2.3542343669297385,-1.957850328796714,-2.647348726138825
0.16125145328549406,-0.05236277709604509,-0.8027495083252324,-0.7596382883679486,1.1905673598747093,1.1956406818121663,0.0410184831825795,0.7320549635070255
-0.6045030981908278,-0.6751691490440378,-0.7866805983801518,-0.6168716022528876,-0.6779661968234512,-0.33238644928324235,1.2663110238712076,0.7499118787685178
0.11838163736682604,-1.64120329223344,0.3214375408016742,-0.25050939553304763,0.18398555625314633,-0.4111028366829654,-0.27717721382470045,-0.03327265187515935
0.7384790440253305,-0.6885074319476738,-1.1783425513470371,-1.3247920573465728,-0.49891712171428515,-1.2121510441738006,-0.9260419089589211,-0.4563178739799394
-0.6582745039786264,0.5488418627757387,-0.33401453788337304,0.3941287693208936,0.05914023333206371,-0.1306652744720327,-0.4437286134012331,-0.4036853276603754
-0.3307332114842004,-1.9196564025941423,-0.5334451106508146,-0.6131299474483352,-0.8696060285739483,-0.7302382810580806,-0.8272056783240246,-1.1522767243506284
2.093711416504529,0.7954902695734074,0.6550916064897381,-0.34112665770129813,0.3247514931259968,0.29416533015351026,0.33695351156214937,1.5930983475127163
-0.40448074994250166,0.7824465851613067,-0.862836662735031,0.1090736468909336,0.6338646473400037,-0.5213457124853814,0.41031836015282797,1.028034069033502
-0.7275941145109481,-1.1267074823766705,-1.062947849763721,-0.5144071387047549,-0.42274012100683245,-1.7212605325871002,-1.1370602967417478,-0.9808054203037389
-0.03843535751129923,0.9642478096113888,0.9482828452614687,1.0326749399628372,0.36132082906725,0.08702569796805493,-0.4974180859231091,0.5448722249226398
0.6443678324653406,0.09223253965607925,0.2187475332352609,1.401356319160648,-0.37043179123006775,1.0645022270772966,2.662281192548532,0.4494091018854527
-0.1987741620938012,-0.8648909639266521,0.7761762004665512,0.7300824846377576,1.7706520891679616,1.805805929877183,0.029632353031251335,1.8544675875278993
-1.6106559934599924,-0.6551168750535616,-0.4030350514714901,-0.9394150779392565,-0.5393949015318298,1.0374024279147724,0.39025234226294464,-0.19929318013133981
0.10816278279777403,0.3685213929248894,1.1015853325015303,0.9398151967592513,-0.1524778893838572,0.16503080714231833,-0.4083861508893569,-0.3619983571964326
1.291574427103075,1.0171547317217449,0.8239147464238434,-0.13821602804871652,0.1835844351829765,-0.7879208308886061,-0.3665127132599042,0.17390767237309435
-0.25063051529429475,0.049816801828040685,-0.15926551293308921,0.4323910677764321,0.2161182795570834,0.6271800801976104,1.0402176961508747,-0.480696952739373
-1.4177760666245245,-1.3956546216667818,-2.2031362751757637,-0.604488438982837,0.3418743057451663,1.15349423430587,0.09618407784466826,0.3961405296626919
1.7962535910932678,1.7613029048688569,0.7615320933832556,0.8445699328275815,-0.021163678272328512,-0.5404844397278064,-0.38487035426183713,-0.6001900870660557
-0.4232755641870407,0.5856467048423316,-0.10671846384686075,-0.9520422365738272,-0.3471920225089669,0.1539732392928151,1.2352093447565973,0.48993056004200075
1.5872158826952059,1.1065854115005496,1.4855381654856508,1.7181581714018535,1.4685982950550092,0.8953566264295717,1.9158291807782395,1.5103072756884295
1.483525572959246,1.6101148359690078,0.271318126983249,1.4637029067479372,0.381813019038991,0.1578997561260094,0.41628391416616006,-0.5888748322671999
-0.23354664056144675,-0.36787142741274187,-0.42499110845802884,-0.32717698023763414,-0.6020851237072762,-0.8861922229427974,-1.4275769736430273,-0.12470546614540934
0.235136159833459,0.03316918299209948,0.17410152166751058,0.8727743712502978,0.24319207002947174,1.1662136959876606,0.44103669992946,1.2320591615482317
2.395687091225625,0.705359592217344,1.1490299632018635,1.1398852682744052,0.4478998073773245,0.6063469095821745,0.09233675010782827,0.4193923123813864
-0.5027672891703525,-0.6608190787123999,-0.8163868454942467,0.6468838556920818,-0.2241775626223217,-0.28726816710055036,-0.7770169382898728,-0.18466451124458638
1.5634949740339943,-0.5336514293073676,-0.21352641704193917,0.22413661948793256,0.5373471848960651,-0.2820310256306948,1.5151922127086688,1.3050872390953883
-0.32541548079632743,0.36273806292784994,0.9774890156328001,-0.4546719329316227,1.106636647539565,2.1716039696584257,1.2698190727097762,1.5550176622740666
0.08562767167247973,0.6837468337322998,0.12991647053233263,1.1029491454485194,0.8608613036731608,-1.4053221152931643,-0.35449932615223056,0.9117185882391874
-0.2678982901930358,0.05922496740424639,-0.7203375545537635,-1.3491563572426468,0.8712898765075515,0.10221266270799745,1.2971832405639312,1.1789201383605985
