X,Y,Z
0.26960598203752734,1.2998882593042969,1.9703980525395994
-0.629985414039275,1.4630372924296375,2.4062217572087454
0.8686598276522649,-1.653702214920592,1.1727082703231337
1.7271955171152407,-1.0962124149909944,0.826318762357747
0.024187641767722562,-0.28940310253651896,-1.5069272819237876
0.36802517699251047,-0.01302641327601477,-0.3086111989234745
-1.3092042982085272,0.43286143662321913,-2.60616289959856
0.7386219307114059,0.8401923325177891,1.3101524596398813
0.04487298737499061,-1.0128965978055213,-0.6594673798093701
-1.0483972001212025,-1.5185691603843694,-2.1594533217905374
1.727851090445738,-0.5693261669381222,1.358236427268212
-1.1785997390224787,-0.9937134327608188,-2.0186335127998847
0.6532067110969086,0.2656058773161153,1.6217653110829922
-0.368566491703637,1.3945060885662728,2.2097220382572766
-0.599554643544779,0.2632185042761628,-1.294178736514488
0.05460516545735446,1.2714525993541324,2.837548168196313
1.7076774254493652,-0.7005727126174001,1.8548766724115322
-1.0943729755782943,0.9053481031382692,0.40420495109104804
-0.2892818244963938,-1.3968971195029096,-2.700253051815684
2.207412960803802,1.310117881326955,3.382849699099254
0.5187490065016115,-0.1154922746212268,-0.5684040431606252
-1.4049179358402903,1.994582170373501,1.5585075200122742
2.0148644801591,0.5649394748916561,2.7920712853899725
-1.188158337025069,0.6156332594956252,0.46584049501472224
0.19038080758813494,-0.6467651388566475,-1.4118008822387516
-1.1697359100545512,-1.7094156571068784,-2.237729925261796
-0.038081559444361306,0.29665121598470967,0.3959070310452592
2.354204260976921,-0.8222289210307948,1.0156800035643188
1.3934262593731712,0.16571322888270437,0.016757626658566727
-0.5603323587781796,-0.5990773437456027,-1.979613040472968
-0.6714593835707766,-0.004056301548910478,-2.8146131180852554
0.49243855473094006,0.5777278139460268,0.7290935932054085
-1.1793905161760545,-0.21804102984903848,-0.6448041713530246
-1.0587174519116027,0.5602483050830853,-0.8682547034098713
1.1379026130001213,-0.5228940343080231,2.3928942560842366
-0.16026528490096903,0.8467549772254643,-0.5609370008400031
0.630493126649941,-0.25109880832292963,-0.261254722506421
1.616959702394538,-1.4632941688539318,-2.3279947934861487
-0.19349982851876651,-0.31877262454490274,-0.4144861136036525
-1.607791842540716,-2.602287245048916,-5.14863546441406
-0.8851641277019598,-2.342418717317959,-5.843071966193467
-0.4323342989592671,0.1114315770587684,0.8184435107965893
-0.42162385939403807,0.7181243216465152,0.8833405842675324
-0.17049406319521365,0.3909280214333442,0.9130681003786603
0.24581093722633293,1.0263625666774903,2.226428184386066
