Z,X,Y
0.21675486286357576,-1.1776045086760452,0.1350616948621473
-0.5424925722634253,-0.4912178568061513,-1.3970437469169976
0.8911446450723275,1.9881645466175588,-0.05245645388444653
0.5959805771874747,0.3930068948946513,1.7582851167284044
1.6356180011129728,1.2078574930255945,0.4788957027385896
0.6892754419197227,0.2607587303409609,-0.6926932486637645
-1.2812466301011565,-1.8277787097072036,-0.7479925787006236
-0.21314451927836262,-1.2057010228835632,0.48315005510799647
1.8965398719092719,2.8377700357335334,2.6937675161847356
1.7768632136827232,2.5257235350546523,2.8367422570942247
0.5666044981803168,-0.9717290459657405,0.9167037584267717
0.015719454004570015,0.5548981365571318,0.3458904506624701
0.38305733851715085,2.0394021682830115,-0.9419749206922118
-0.04513711591330857,0.32058459869480416,-0.7702951030459093
0.034351907396992634,-0.33644931009900203,0.5493153985405391
0.1690267742183064,1.176920305818402,0.06804963768367342
1.165026839027673,0.3674299590084116,1.4912675136959863
-0.0442039972520874,-0.6198225990408033,1.0101096382746435
-0.10036844258590472,0.8231145080620204,-1.1663627916482304
-0.28344456887359104,0.17749297055204177,-1.8324245504864183
1.5408149808709777,0.34988817982156517,-0.011603043664369483
0.16516901970992082,-1.661746857043168,1.2028865914932068
1.30762236025457,1.0361511773690597,0.9072398574056999
1.2882568779215793,0.9459117499139404,1.581811904495631
0.5928969406480277,1.5229993783768099,1.0629354449590398
-0.28294368432226635,-0.7498902458566153,-0.6054268543315218
1.255884025599851,1.1446160904074996,1.7894418825838132
0.9098391512286247,0.0555502869797615,-0.6494568736078611
-0.92802810507435,-2.1812963885613375,-1.7411510813123103
1.2401808380031427,3.0507988598767106,1.4745802270936386
0.15346417955462888,-0.9764855493113535,1.887157694513827
1.0519325789896101,-0.094377980626208835,1.5172970353192674
-0.7542112128175174,-0.5164981867467197,-2.330632313082247
-1.4821891196512311,-1.6636435149369853,-1.0971318152280876
0.8611318724977175,0.08695453785464635,-0.06401415267586608
-0.40451983075699605,0.35044000032752864,-0.8049408395218629
-0.22740541727361566,-0.34057124879583306,-0.7544267374895528
0.9340961708624913,-1.096413276155736,1.381992488433003
-0.46589587979095054,-0.6377730499357461,0.03394300497948144
-0.6375434985702163,-0.07868965097243408,-2.341660324643382
1.3437086261993725,1.2426717834316847,1.738694032301994
0.1815353845979385,-0.33914056337137666,-1.0566217260249533
1.2925123364171425,0.07385343242836284,1.6753039375795065
-1.6880485758647943,-1.1823839055587608,-1.6953491447197842
-0.8209935776309542,-0.051691108590456336,-0.9023164332539269
-0.8621461440997671,-0.36544480264819695,-0.580869357986894
0.09884368913795487,0.8434387297514149,-0.8459558429781746
-0.37565514419835944,-0.11425241733887936,-0.8120925316026854
0.7239041552842587,1.537610537428971,1.7411437061452597
-1.7973820185725378,-2.6380508418774276,-1.6335479063463105
-0.6637431415762234,-0.886657128821162,-0.8362916037912974
-0.6237264887291799,-0.12984409471301805,-0.16858914633139194
