item1,item2,item3,item4,item5
-1.7984755397532664,-0.5044650804242576,-0.4152844577385033,-1.3253459339869045,-0.2503958004356423
-0.814010984787702,-0.9175808020972386,-0.09068532656596051,0.023336988322853303,-1.8278076577030222
0.2692224963410685,-0.376676326022902,-0.6245175681695887,0.6390377817256983,0.4911267820865632
-0.9548296764198753,-2.249606424767316,-0.34899306503608235,-1.32216839911782,-1.9238420331181056
0.2589426323820235,0.5126098110292617,0.8131639033088581,0.34296977119490163,-0.6749381784805849
0.12196788308285722,-0.39050943000609534,0.5083046553402594,-0.3343149969667706,-0.09803480883977854
-0.20593556925344958,-0.5994980683232715,-1.0908661232036316,-0.544429341895764,0.6385267541202679
1.1160027703521156,1.6983084560806865,0.4887202832306126,0.64774685547544,0.2509264386877982
-1.3013299395770253,-1.741453276444364,-0.8587216387259936,-1.0934716196223142,-1.220793485485915
0.6208287684979281,0.4628856318788507,2.3279620390430633,-0.4518787871889838,-1.243995583589857
-0.6174612739097154,-0.11817634376773484,-0.43017590268428973,0.12864280425851166,-2.021389529626514
-1.4696492904383234,-0.5848295813807904,-1.1139739051687791,0.7216829295408254,-1.4468434257823848
-0.7283648095573627,0.16421707017216947,-0.4297234087428142,0.28480967503711163,1.575503849800703
-0.1956642073902273,-0.2820337273173886,-0.07205383905488899,0.10070431005090966,0.22441146614895877
0.1620233397889029,0.9337421933773294,0.6321913519377742,-1.142470477508486,0.32112593667901534
-1.1969203936713206,-1.304946485044371,0.17771046853143435,0.7915601745887259,-0.5308036562006279
-0.4313384450890294,-0.7654312844961558,0.19517025961050571,-1.375937902313861,1.4943052711850138
-0.42169390466287315,-0.2623049478097521,-1.447095682168994,-1.48711188565597,0.05138396543130874
1.4161200512124876,1.1057148207886451,1.0558359774739012,-0.077178999048785,-0.5583107877705573
0.9991268609415255,-0.8398617301933218,-0.09031580373513273,1.9397272870630557,0.19856040122772778
-0.6933855378969138,0.24811997141635017,-0.8060829136489414,-0.7654980430168037,-2.4943178322313817
-0.7999820022110029,-0.1572788636420157,-1.3839786595369703,1.2563951745563355,-1.9199212318455348
-0.4418994777562316,0.39306561307371823,0.6686532745717663,-0.4278183378699521,-0.0760800431291827
-1.3169184671169996,-1.4919818236778317,-2.1972636287889244,0.5309555888439551,0.22250828186395266
-0.6738916013643567,-0.5257134349531534,-0.8353258268114458,-0.2604488323803184,0.44286177584487313
-0.1609314448916841,-0.8955410474894034,0.19767284999788026,-2.2372918457736732,-0.20547807752864863
1.3234443295442333,-0.2660110258603188,2.03802484491236,1.7750101100494202,0.022179584219033988
0.8576729343492914,1.256040931392457,1.2628984579239968,0.39404523006559455,0.4691158777466472
0.015614274388149607,-0.3917847012472133,0.5128040009713327,1.912560722791371,-0.06217332825284835
-1.248810480796621,-1.197011709990814,-1.9584488376130547,0.20861196768267032,-0.2787286309494105
0.8401976917651715,1.9577295838390916,1.6657921745629773,-0.6053322100616887,-0.47237081580337803
0.686042189771756,0.9080865293083192,-0.0971236117040295,0.6143615987921391,-0.15560854725612489
0.04308866688587776,0.11758491115285036,0.959808981523385,0.46086458440196343,0.04556526884631232
0.7629935829905405,1.4206015451303355,1.1435618599626567,-0.4242066729004499,0.767495001787067
-0.7044582098146683,-0.5111800866072218,-1.0526468373902036,-1.2095784622066934,-1.5178723655401272
0.5650467101712596,1.2233203326716329,0.6826022938517213,1.0772146741940307,-0.8188023362836572
1.0647772084482598,1.5321002615826522,0.9753767852887918,1.9413858344843375,1.482531774328236
0.021856970270083147,0.3420246630324531,0.5557460453144105,-1.4769447984430664,-1.6508389799042524
-1.0191905226399327,-1.5720176340665784,-0.23989491266093999,-0.17191594190631077,0.7116062925288895
0.5329851312437595,0.7892251127746734,0.11749446472271446,0.5099842114467543,-1.8519999614373468
0.2615502842709554,0.838368464908556,-0.22046873846464232,-0.543019670209173,-0.007722963081430889
0.19984206144641847,-0.15310137642004756,0.8650426976747918,-1.563814292391619,1.3710435783674295
1.8854289633693284,1.248159999462426,0.15905398842741647,1.3771282424630553,0.8090112437448069
